"건축물명","건축물 위치","층수(지상_지하)","연면적","조사년도","총발생량(톤)","일평균발생량(톤/일)","일평균이용현황(톤/일)_하천방류","일평균이용현황(톤/일)_도로청소","일평균이용현황(톤/일)_공원용수","일평균이용현황(톤/일)_화장실세척","일평균이용현황(톤/일)_건물용수","미사용_하수도방류(톤/일)","일평균이용현황(톤/일)_기타건물용수"
"(주)신안관광-리베라호텔시설","서울특별시 강남구  영동대로 737(청담동 53-7)","/","","2022","7934.00","43.12","","","","","","43.12",""
"(주)성풍건설","서울특별시 강남구  (압구정동 479)","/","","2022","66139.00","359.45","","","","","","359.45",""
"(주)LF","서울특별시 강남구  압구정로 230(신사동 617-3)","/","","2022","536.00","2.91","","","","","","2.91",""
"롯데건설(주)","   , (지하)( )","/","","2022","10033.00","54.53","","","","","","54.53",""
"자생한방병원","   , (지하)( )","/","","2022","2244.80","12.20","","","","","","12.20",""
"525-12","   , (지하)( )","/","","2022","4862.00","26.42","","","","","","26.42",""
"광림교회","서울특별시 강남구  압구정로22길 21(신사동 570-8 ,광림교회 )","/","","2022","161.00","0.88","","","","","","0.88",""
"영동농협하나로마트내곡점","   , (지하)( )","/","","2022","123.00","0.67","","","","","","0.67",""
"KOTRA","서울특별시 서초구  헌릉로 13(염곡동 300-9)","12/4","","2022","2692.00","14.63","","","","","","14.63",""
"에스앤아이코퍼레이션","서울특별시 서초구  양재대로 246(염곡동 300-4)","/","","2022","672.00","3.65","","","","","","3.65",""
"(주)대흥교통","서울특별시 서초구  양재대로 116-1(염곡동 300-2)","2/1","","2022","1064.00","5.78","","","","","","5.78",""
"사단법인 금융결제원 생활관","   , (지하)( )","5/2","","2022","966.00","5.25","","","","","","5.25",""
"엘지전자(주)","서울특별시 서초구  양재대로11길 19(양재동 221)","25/5","","2022","17498.40","95.10","","","0.42","","","93.43",""
"동원건설산업(주)","서울특별시 서초구  마방로 68(양재동 275)","20/7","","2022","33496.00","182.04","","","","","","182.04",""
"우면목욕탕","   , (지하)( )","9/5","","2022","1731.00","9.41","","","","","","9.41",""
"서초리슈빌S글로벌","서울특별시 서초구  양재대로2길 8(우면동 787)","/","","2022","315.00","1.71","","","","","","1.71",""
"(주)코람코지속성장오피스제1의2호위탁관리자부동산투자회사","서울특별시 서초구  남부순환로 2620(양재동 11-149)","/","","2022","12600.00","68.48","","","","","","68.48",""
"이강인","서울특별시 서초구  강남대로 213(양재동 24-2)","/","","2022","14604.00","79.37","","","","","","79.37",""
"삼성전자(주)","서울특별시 서초구  성촌길 33(우면동 689 ,삼성전자연구소 )","4/2","","2022","29658.00","161.18","","","","","","161.18",""
"(주)비와이엔블랙야크","서울특별시 서초구  바우뫼로 201(양재동 5-6)","8/4","","2022","12402.00","67.40","","","","","","67.40",""
"주식회사가이아글로벌","   , (지하)( )","/","","2022","8902.00","48.38","","","","","","48.38",""
"(주) 삼천리이엔지","서울특별시 서초구  동광로 78(방배동 810-2)","5/2","","2022","3456.00","18.78","","","","","","18.78",""
"방배디오빌","서울특별시 서초구  서초대로 17(방배동 866-20)","22/4","","2022","9384.00","51.00","","","","","","51.00",""
"백석대학교(지하수)","서울특별시 서초구  (방배동 1023-1)","/","","2022","3270.00","17.77","","","","","","17.77",""
"백석대","서울특별시 서초구  (방배동 981-17)","/","","2022","12929.00","70.27","","","","","","70.27",""
"대한예수교장로회총회","서울특별시 서초구  남부순환로 2221(방배동 490-1)","/","","2022","864.00","4.70","","","","","","4.70",""
"사단법인청권사","서울특별시 서초구  (방배동 984-3)","6/4","","2022","1890.00","10.27","","","","","","10.27",""
"씨제이건설(주)","서울특별시 서초구  남부순환로 2271(방배동 )","6/4","","2022","1944.00","10.57","","","","","","10.57",""
"대한예수교장로회방주교회","서울특별시 서초구  방배천로24길 8(방배동 425-2 ,방주교회 )","4/3","","2022","5354.40","29.10","","","","","","29.10",""
"조중연","   , (지하)( )","/","","2022","343.00","1.86","","","","","","1.86",""
"우신운수","서울특별시 서초구  과천대로 796(방배동 2922 ,우신운수 )","2/1","","2022","426.00","2.32","","","","","","2.32",""
"롯데캐슬아르떼관리실","서울특별시 서초구  방배천로18길 11(방배동 424-28 ,방배롯데캐슬아르떼 )","17/0","","2022","552.00","3.00","","","","","","3.00",""
"더효종합건설","   , (지하)( )","/","","2022","6809.00","37.01","","","","","","37.01",""
"서울성모병원","서울특별시 서초구  반포대로 222(반포동 505)","22/6","","2022","2160.00","11.74","","","","","","11.74",""
"아크로리버뷰신반포 생활지원센터","서울특별시 서초구  잠원로 117(잠원동 159 ,아크로리버뷰신반포 )","/","","2022","19853.60","107.90","","","","","","107.90",""
"신반포자이아파트","서울특별시 서초구  잠원로 60(잠원동 66)","/","","2022","2576.00","14.00","","","","","","14.00",""
"도충락 외 1명","서울특별시 서초구  (반포동 723-3)","/","","2022","1868.00","10.15","","","","","","10.15",""
"디에이치반포라클라스","   , (지하)( )","/","","2022","17995.20","97.80","","","","","","97.80",""
"성운빌딩","서울특별시 서초구  사평대로57길 51(반포동 735-26)","4/4","","2022","8460.00","45.98","","","","","","45.98",""
"고도일","서울특별시 서초구  강남대로 505(반포동 736-9 ,고도일병원 )","/","","2022","2100.00","11.41","","","","","","11.41",""
"엘루체백화점관리단","서울특별시 서초구  신반포로 23(반포동 1141)","5/4","","2022","1944.00","10.57","","","","","","10.57",""
"(주롯데건설","서울특별시 서초구  (잠원동 27-2)","/","","2022","13675.00","74.32","","","","","","74.32",""
"생활지원센터","서울특별시 서초구  잠원로14길 32(잠원동 52 ,래미안 리오센트 )","/","","2022","139.00","0.76","","","","","","0.76",""
"페이토디앤아이주식회사","   , (지하)( )","/","","2022","5011.00","27.23","","","","","","27.23",""
"휴먼타워관리사무소","서울특별시 서초구  강남대로 605(잠원동 20-9)","14/5","","2022","720.00","3.91","","","","","","3.91",""
"이화공영(주)","   , (지하)( )","/","","2022","12250.00","66.58","","","","","","66.58",""
"서초아르누보씨티3관리단","서울특별시 서초구  서초대로 357(서초동 1680-1)","/","","2022","4500.00","24.46","","","","","","24.46",""
"교보리얼코(주)","서울특별시 서초구  강남대로 465(서초동 1303-22)","25/8","","2022","2542.00","13.82","","","","","","-0.13",""
"강남오피스텔대표","서울특별시 서초구  서초대로73길 40(서초동 1308-25)","15/5","","2022","2160.00","11.74","","","","","","11.74",""
"동익엔지니어링","서울특별시 서초구  서초대로 301(서초동 1692-1)","19/7","","2022","19356.80","105.20","","","","","","105.20",""
"서초센트럴IPARK(지하수)","서울특별시 서초구  반포대로18길 36(서초동 1582-3 ,서초센트럴IPARK )","/","","2022","10304.00","56.00","","","","","","56.00",""
"서초어반하이오피스텔","   , (지하)( )","/","","2022","524.00","2.85","","","","","","2.85",""
"사랑의교회","   , (지하)( )","/","","2022","2116.00","11.50","","","","","","11.50",""
"김영배","   , (지하)( )","/","","2022","360.00","1.96","","","","","","1.96",""
"웅진타워 임재관","   , (지하)( )","16/8","","2022","21600.00","117.39","","","","","","117.39",""
"한종욱","   , (지하)( )","/","","2022","360.00","1.96","","","","","","1.96",""
"더클래스효성(주)","서울특별시 서초구  효령로55길 65(서초동 1597-7)","/","","2022","2331.00","12.67","","","","","","12.67",""
"서초오퓨런스빌딩","서울특별시 서초구  서초대로 254(서초동 1553-5)","18/8","","2022","7862.00","42.73","","","","","","42.73",""
"한국벤처투자","서울특별시 서초구  서초대로45길 16(서초동 1706-5)","5/4","","2022","792.00","4.30","","","","","","4.30",""
"에이스빌딩 금한태","서울특별시 서초구  서초대로41길 19(서초동 1720-2 ,지하1층관리실 )","5/4","","2022","1380.00","7.50","","","","","","7.50",""
"이스트빌딩","서울특별시 서초구  반포대로 3(서초동 1464-30)","10/5","","2022","2820.00","15.33","","","","","","15.33",""
"LG서초에클라트","서울특별시 서초구  반포대로14길 71(서초동 1599-2)","22/6","","2022","624.00","3.39","","","","","","3.39",""
"국제방송","서울특별시 서초구  남부순환로 2351(서초동 1467-80)","14/6","","2022","1080.00","5.87","","","","","","5.87",""
"대표이사","서울특별시 서초구  서초대로 286(서초동 1573-1)","11/4","","2022","1980.00","10.76","","","","","","10.76",""
"(주)KH바텍","서울특별시 서초구  반포대로 18(서초동 1451-51)","8/4","","2022","1800.00","9.78","","","","","","9.78",""
"주식회사 kcc건설","서울특별시 서초구  (서초동 1365-9)","/","","2022","473.00","2.57","","","","","","2.57",""
"르피에드in강남","서울특별시 서초구  (서초동 1321-7 ,르피에드인강남 )","/","","2022","593.00","3.22","","","","","","3.22",""
"서초무지개아파트주택재건축정비사업조합","   , (지하)( )","/","","2022","21840.80","118.70","","","","","","118.70",""
"솔라티움씨티관리단","   , (지하)( )","/","","2022","7296.00","39.65","","","","","","39.65",""
"코크렙제43호","서울특별시 서초구  서초대로74길 14, B동 (서초동 1321-20)","/","","2022","3937.60","21.40","","","","","","21.40",""
"삼성생명보험","서울특별시 서초구  서초대로74길 4(서초동 1321-15)","34/7","","2022","1800.00","9.78","","","","","","9.78",""
"(주)코람코더원강남제1호위탁관리부동산투자회사","서울특별시 서초구  강남대로 369(서초동 1328-3)","/","","2022","1670.00","9.08","","","","","","9.08",""
"코리아비즈니스센터","서울특별시 서초구  강남대로 309(서초동 1338-21)","20/6","","2022","10500.00","57.07","","","","","","57.07",""
"(주)효성","서울특별시 서초구  강남대로51길 10, (지하)7층 (서초동 1337-6)","16/7","","2022","1080.00","5.87","","","","","","5.87",""
"삼성전자","서울특별시 서초구  서초대로74길 11, C동 (서초동 1320-10)","44/8","","2022","6090.40","33.10","","","13.56","","","5.98",""
"코크렙제43호","서울특별시 서초구  서초대로74길 14, B동 (서초동 1321-20)","/","","2022","887.00","4.82","","","","","","4.82",""
"(주)한화63시티","서울특별시 서초구  강남대로 311(서초동 1338-12)","20/6","","2022","173.00","0.94","","","","","","0.94",""
"효성해링턴","서울특별시 서초구  효령로 310(서초동 1445-1 ,평창라마다 스윗앤 호텔 홍보관 )","/","","2022","215.00","1.17","","","","","","1.17",""
"서초롯데캐슬메디치","서울특별시 서초구  서초중앙로 110(서초동 1656-4)","33/6","","2022","1269.60","6.90","","","","","","6.90",""
"삼성금융캠퍼스","   , (지하)( )","/","","2022","8410.00","45.71","","","","","","45.71",""
"래미안서초유니빌","서울특별시 서초구  서초중앙로 26(서초동 1445-4)","24/5","","2022","4080.00","22.17","","","","","","22.17",""
"코람코전문투자형사모부동산투자신탁제78호","서울특별시 서초구  남부순환로 2477(서초동 1424-2)","/","","2022","13500.00","73.37","","","","","","73.37",""
"하림인터내셔날 오피스텔","서울특별시 서초구  서초대로 316(서초동 1674-5)","15/3","","2022","4341.00","23.59","","","","","","23.59",""
"요진건설㈜","관악구 신림동240-1,3,4, 1521-1,2","16/4","","2022","86.48","0.47","","","","","","0.47",""
"요진건설㈜","관악구 신림동240-1,3,4, 1521-1,2","16/4","","2022","55.20","0.30","","","","","","0.30",""
"조인트힐 병원","남부순환로1469","13/4","","2022","443.44","2.41","","","","","","2.41",""
"㈜세정건설","관악구 신림동1644-3","20/2","","2022","8900.08","48.37","","","","","","48.37",""
"센트레빌335","신림동1433-6","20/7","","2022","182.16","0.99","","","","","","0.99",""
"남현제1공영주차장","관악구 남현동1063-1","/3","","2022","1976.16","10.74","","","","","","10.74",""
"한라타운아파트","난곡로47길 9(신림동763) )","15/2","","2022","864.80","4.70","","","","","","4.70",""
"서울대학교 (관정도서관)","관악로1(대학동)","7/2","","2022","88.32","0.48","","","","","","0.48",""
"일성트루엘","신림로23길 16(신림동 1523)","11/2","","2022","149.04","0.81","","","","","","0.81",""
"힐스테이트 뉴포레아파트","조원로25(신림동)","35/3","","2022","3128.00","17.00","","","","","","17.00",""
"광안빌딩","시흥대로578(신림동 1643)","7/2","","2022","15559.04","84.56","","","","","","-0.44",""
"관악 농산물 백화점","남부순환로1369(신림동)","6/2","","2022","10189.92","55.38","","","","","","55.38",""
"르네상스쇼핑몰","신림로340(신림동1422-5)","15/2","","2022","1799.52","9.78","","","","","","9.78",""
"지에스건설","신림동 산9-10(터널)","지하터널/30미터","","2022","748.88","4.07","","","","","","4.07",""
"양지병원","남부순환로1640(신림동 10-207)","7/2","","2022","1799.52","9.78","","","","","","9.78",""
"타워빌딩","남부순환로1817(봉천동 861-6)","20/2","","2022","1823.44","9.91","","","1.00","","","8.91",""
"마에스트로 캠퍼스타운","남부순환로1773(봉천동 893-12)","15/2","","2022","719.44","3.91","","","","","","3.91",""
"아이피비엠씨(주)","남부순환로218길 37(봉천동 867-12)","15/2","","2022","644.00","3.50","","","","","","3.50",""
"관악구청 ","관악로145(봉천동 1570-1)","9/2","","2022","5937.68","32.27","","","","","","0.27",""
"쌩모리츠타운","쑥고개로100(봉천동 1574-1)","11/2","","2022","22972.40","124.85","","","","","","99.85",""
"에그옐로우","남부순환로1820(봉천동 862-18)","16/2","","2022","375.36","2.04","","","","","","2.04",""
"마에스트로 생활문화 지원실","남부순환로218길 1(봉천동 869-6)","20/2","","2022","2152.80","11.70","","","","","","11.70",""
"삼성전자㈜서울대연구소","봉천동 산4-1","2/10","","2022","1602.64","8.71","","","","","","8.71",""
"서울대 교수아파트","관악로1(대학동)","5/2","","2022","485.76","2.64","","","","","","2.64",""
"디오슈페리움(1단지)","관악로164(봉천동 856-5)","19/2","","2022","1080.08","5.87","","","","","","5.87",""
"토렘에스알에스","신대방동 722","공원/3","","2022","111875.00","608.02","","","","","","608.02",""
